dim_hour,trip_count,dim_year,dim_month
14,34459,2023,10
15,38941,2023,10
16,49834,2023,10
17,66258,2023,10
18,55417,2023,10
19,39084,2023,10
20,28006,2023,10
21,21271,2023,10
22,16386,2023,10
23,12234,2023,10
0,4946,2023,11
1,3315,2023,11
2,2266,2023,11
3,1227,2023,11
4,973,2023,11
5,2229,2023,11
6,6946,2023,11
7,15350,2023,11
8,31260,2023,11
9,22049,2023,11
10,16623,2023,11
11,18973,2023,11
12,21922,2023,11
13,21820,2023,11
14,22005,2023,11
15,24749,2023,11
16,31787,2023,11
17,39863,2023,11
18,31688,2023,11
19,23706,2023,11
20,16957,2023,11
21,13928,2023,11
22,10840,2023,11
23,8030,2023,11
0,3938,2023,12
1,2732,2023,12
2,2027,2023,12
3,1069,2023,12
4,831,2023,12
5,1670,2023,12
6,4195,2023,12
7,8822,2023,12
8,17524,2023,12
9,12898,2023,12
10,11222,2023,12
11,13254,2023,12
12,15080,2023,12
13,15136,2023,12
14,15591,2023,12
15,17525,2023,12
16,20834,2023,12
17,24443,2023,12
18,20520,2023,12
19,15107,2023,12
20,10741,2023,12
21,8974,2023,12
22,7181,2023,12
23,5427,2023,12
0,2243,2024,1
1,1436,2024,1
2,1199,2024,1
3,624,2024,1
4,606,2024,1
5,1499,2024,1
6,3925,2024,1
7,8165,2024,1
8,17129,2024,1
9,11393,2024,1
10,8213,2024,1
11,9309,2024,1
12,11202,2024,1
13,11226,2024,1
14,11215,2024,1
15,13524,2024,1
16,17060,2024,1
17,21678,2024,1
18,16888,2024,1
19,12309,2024,1
20,8647,2024,1
21,6786,2024,1
22,4981,2024,1
23,3408,2024,1
0,2870,2024,2
1,1819,2024,2
2,1407,2024,2
3,788,2024,2
4,699,2024,2
5,1720,2024,2
6,4427,2024,2
7,10034,2024,2
8,21556,2024,2
9,14439,2024,2
10,10925,2024,2
11,12350,2024,2
12,14578,2024,2
13,14594,2024,2
14,14855,2024,2
15,16527,2024,2
16,21084,2024,2
17,27838,2024,2
18,21776,2024,2
19,15443,2024,2
20,11096,2024,2
21,9020,2024,2
22,6770,2024,2
23,4887,2024,2
0,3594,2024,3
1,2514,2024,3
2,1548,2024,3
3,997,2024,3
4,848,2024,3
5,1974,2024,3
6,5038,2024,3
7,10940,2024,3
8,23367,2024,3
9,16876,2024,3
10,12665,2024,3
11,14245,2024,3
12,17204,2024,3
13,17464,2024,3
14,18088,2024,3
15,20687,2024,3
16,25827,2024,3
17,32796,2024,3
18,27245,2024,3
19,20261,2024,3
20,13743,2024,3
21,10623,2024,3
22,8054,2024,3
23,5626,2024,3
0,4679,2024,4
1,3045,2024,4
2,2291,2024,4
3,1242,2024,4
4,1076,2024,4
5,2398,2024,4
6,5887,2024,4
7,13553,2024,4
8,28107,2024,4
9,18141,2024,4
10,14493,2024,4
11,16248,2024,4
12,19847,2024,4
13,20627,2024,4
14,22491,2024,4
15,25996,2024,4
16,34230,2024,4
17,46106,2024,4
18,39564,2024,4
19,29691,2024,4
20,19764,2024,4
21,15019,2024,4
22,11126,2024,4
23,7579,2024,4
0,8440,2024,5
1,5134,2024,5
2,3890,2024,5
3,1907,2024,5
4,1585,2024,5
5,3372,2024,5
6,9861,2024,5
7,22323,2024,5
8,43796,2024,5
9,29260,2024,5
10,24627,2024,5
11,28199,2024,5
12,33141,2024,5
13,35327,2024,5
14,36497,2024,5
15,42693,2024,5
16,57395,2024,5
17,75832,2024,5
18,65924,2024,5
19,51665,2024,5
20,38693,2024,5
21,28855,2024,5
22,20955,2024,5
23,15817,2024,5
0,11333,2024,6
1,7115,2024,6
2,5479,2024,6
3,2834,2024,6
4,2023,2024,6
5,4265,2024,6
6,11142,2024,6
7,23789,2024,6
8,44988,2024,6
9,33013,2024,6
10,28701,2024,6
11,32880,2024,6
12,37831,2024,6
13,39539,2024,6
14,41934,2024,6
15,46825,2024,6
16,60273,2024,6
17,82309,2024,6
18,69986,2024,6
19,55729,2024,6
20,44023,2024,6
21,34124,2024,6
22,25190,2024,6
23,20154,2024,6
0,14509,2024,8
1,8957,2024,8
2,6873,2024,8
3,3692,2024,8
4,2591,2024,8
5,4805,2024,8
6,12724,2024,8
7,26155,2024,8
8,51333,2024,8
9,38395,2024,8
10,33858,2024,8
11,38026,2024,8
12,45212,2024,8
13,46690,2024,8
14,49152,2024,8
15,55994,2024,8
16,72026,2024,8
17,92030,2024,8
18,83748,2024,8
19,67889,2024,8
20,52468,2024,8
21,39967,2024,8
22,32391,2024,8
23,25146,2024,8
0,12570,2024,9
1,7706,2024,9
2,6230,2024,9
3,3079,2024,9
4,2250,2024,9
5,4339,2024,9
6,12152,2024,9
7,27891,2024,9
8,56708,2024,9
9,40824,2024,9
10,35062,2024,9
11,40851,2024,9
12,47353,2024,9
13,49204,2024,9
14,51319,2024,9
15,58192,2024,9
16,74021,2024,9
17,98368,2024,9
18,84516,2024,9
19,62325,2024,9
20,43521,2024,9
21,32797,2024,9
22,26536,2024,9
23,21542,2024,9
